freq,psd_x,psd_y,psd_z,psd_xyz
180.7,1.101e+03,3.595e+02,1.061e+03,2.521e+03
182.3,1.084e+03,3.217e+02,8.844e+02,2.290e+03
183.8,9.687e+02,2.766e+02,7.698e+02,2.015e+03
185.3,8.414e+02,2.469e+02,6.459e+02,1.734e+03
186.8,7.361e+02,2.466e+02,5.462e+02,1.529e+03
188.4,5.849e+02,2.619e+02,4.401e+02,1.287e+03
189.9,3.963e+02,2.696e+02,3.279e+02,9.937e+02
191.4,2.452e+02,2.831e+02,2.545e+02,7.828e+02
193.0,1.821e+02,2.887e+02,2.192e+02,6.900e+02
194.5,2.274e+02,2.438e+02,1.779e+02,6.491e+02
196.0,3.259e+02,1.915e+02,1.527e+02,6.701e+02
197.6,4.881e+02,1.636e+02,1.286e+02,7.803e+02
199.1,6.811e+02,1.324e+02,9.534e+01,9.088e+02
