freq,psd_x,psd_y,psd_z,psd_xyz
131.2,3.588e+03,1.133e+04,5.845e+02,1.551e+04
132.8,2.026e+03,6.726e+03,4.914e+02,9.243e+03
134.3,3.848e+02,1.790e+03,2.816e+02,2.456e+03
135.9,2.562e+02,1.222e+03,2.033e+02,1.681e+03
137.5,2.693e+02,1.029e+03,1.670e+02,1.466e+03
139.0,2.804e+02,8.053e+02,1.553e+02,1.241e+03
140.6,3.208e+02,7.296e+02,1.557e+02,1.206e+03
142.2,3.705e+02,6.977e+02,1.848e+02,1.253e+03
143.7,3.818e+02,6.424e+02,2.293e+02,1.254e+03
145.3,3.144e+02,6.913e+02,2.400e+02,1.246e+03
146.8,2.063e+02,6.419e+02,2.172e+02,1.065e+03
148.4,1.772e+02,6.938e+02,1.842e+02,1.055e+03
150.0,1.743e+02,8.007e+02,1.485e+02,1.123e+03
151.5,1.596e+02,7.385e+02,1.389e+02,1.037e+03
153.1,1.460e+02,6.326e+02,1.393e+02,9.180e+02
154.7,1.502e+02,5.724e+02,1.346e+02,8.573e+02
156.2,1.457e+02,4.567e+02,1.439e+02,7.463e+02
157.8,1.558e+02,3.325e+02,1.660e+02,6.544e+02
159.3,1.834e+02,2.567e+02,1.896e+02,6.297e+02
160.9,1.874e+02,2.002e+02,1.649e+02,5.524e+02
162.5,1.837e+02,1.638e+02,1.727e+02,5.203e+02
164.0,1.593e+02,1.484e+02,1.716e+02,4.793e+02
165.6,1.370e+02,1.397e+02,1.842e+02,4.609e+02
167.2,1.071e+02,1.285e+02,1.890e+02,4.246e+02
168.7,9.145e+01,1.261e+02,1.899e+02,4.075e+02
170.3,7.264e+01,1.551e+02,1.874e+02,4.151e+02
171.8,6.364e+01,1.961e+02,1.981e+02,4.578e+02
173.4,7.848e+01,2.319e+02,2.015e+02,5.119e+02
175.0,1.011e+02,2.789e+02,2.231e+02,6.031e+02
176.5,1.320e+02,3.343e+02,2.600e+02,7.262e+02
178.1,1.539e+02,3.674e+02,2.878e+02,8.091e+02
179.6,1.562e+02,3.783e+02,3.082e+02,8.427e+02
181.2,1.563e+02,4.031e+02,2.910e+02,8.505e+02
182.8,1.490e+02,3.959e+02,2.690e+02,8.139e+02
184.3,1.361e+02,3.706e+02,2.894e+02,7.960e+02
185.9,1.458e+02,3.451e+02,3.684e+02,8.593e+02
187.5,1.485e+02,3.058e+02,3.951e+02,8.493e+02
189.0,1.663e+02,2.599e+02,4.066e+02,8.328e+02
190.6,1.841e+02,2.235e+02,4.675e+02,8.751e+02
192.1,1.765e+02,2.104e+02,4.894e+02,8.763e+02
193.7,1.629e+02,1.942e+02,4.789e+02,8.361e+02
195.3,1.792e+02,2.051e+02,5.616e+02,9.459e+02
196.8,1.865e+02,2.144e+02,6.357e+02,1.037e+03
198.4,1.753e+02,2.010e+02,6.413e+02,1.018e+03
200.0,1.951e+02,2.244e+02,7.223e+02,1.142e+03
