freq,psd_x,psd_y,psd_z,psd_xyz
84.7,3.099e+03,7.927e+02,2.899e+04,3.289e+04
86.2,6.425e+03,1.258e+03,5.608e+04,6.376e+04
87.7,1.136e+04,2.006e+03,9.767e+04,1.110e+05
89.3,1.406e+04,2.288e+03,1.381e+05,1.545e+05
90.8,1.176e+04,1.570e+03,1.634e+05,1.768e+05
92.4,8.597e+03,8.551e+02,1.567e+05,1.661e+05
93.9,7.462e+03,7.544e+02,1.506e+05,1.588e+05
95.4,8.870e+03,1.192e+03,1.510e+05,1.611e+05
97.0,7.303e+03,1.259e+03,1.522e+05,1.608e+05
98.5,3.534e+03,1.357e+03,1.625e+05,1.673e+05
100.1,1.774e+03,1.860e+03,1.592e+05,1.629e+05
101.6,1.150e+03,2.327e+03,1.490e+05,1.525e+05
103.1,8.703e+02,2.712e+03,1.339e+05,1.374e+05
104.7,9.958e+02,2.832e+03,1.064e+05,1.102e+05
106.2,1.184e+03,2.895e+03,7.429e+04,7.837e+04
107.8,2.080e+03,3.912e+03,5.420e+04,6.019e+04
109.3,3.461e+03,6.261e+03,4.234e+04,5.206e+04
110.8,5.068e+03,9.056e+03,3.162e+04,4.575e+04
112.4,8.513e+03,1.479e+04,2.600e+04,4.931e+04
113.9,1.120e+04,2.443e+04,1.783e+04,5.345e+04
115.5,1.105e+04,3.114e+04,1.604e+04,5.823e+04
117.0,8.823e+03,2.906e+04,3.181e+04,6.970e+04
118.5,6.434e+03,2.042e+04,4.849e+04,7.534e+04
120.1,4.751e+03,1.209e+04,4.742e+04,6.425e+04
121.6,4.221e+03,7.861e+03,3.768e+04,4.977e+04
123.1,4.290e+03,6.163e+03,3.019e+04,4.064e+04
124.7,4.558e+03,5.537e+03,2.564e+04,3.574e+04
126.2,4.922e+03,5.302e+03,2.269e+04,3.292e+04
127.8,5.339e+03,5.239e+03,2.047e+04,3.105e+04
129.3,5.931e+03,5.316e+03,1.886e+04,3.010e+04
130.8,6.563e+03,5.491e+03,1.795e+04,3.000e+04
132.4,5.993e+03,4.724e+03,1.489e+04,2.561e+04
133.9,2.289e+03,1.649e+03,6.924e+03,1.086e+04
135.5,1.117e+03,7.148e+02,4.545e+03,6.377e+03
137.0,1.229e+03,7.914e+02,4.751e+03,6.772e+03
138.5,1.431e+03,8.812e+02,4.882e+03,7.195e+03
140.1,1.826e+03,1.081e+03,5.098e+03,8.005e+03
141.6,2.473e+03,1.437e+03,5.249e+03,9.159e+03
143.2,3.246e+03,1.891e+03,5.256e+03,1.039e+04
144.7,4.346e+03,2.493e+03,5.433e+03,1.227e+04
146.2,5.830e+03,3.244e+03,5.893e+03,1.497e+04
147.8,6.625e+03,3.740e+03,5.624e+03,1.599e+04
149.3,6.746e+03,3.983e+03,4.824e+03,1.555e+04
150.9,6.063e+03,3.819e+03,3.617e+03,1.350e+04
152.4,5.095e+03,3.468e+03,2.441e+03,1.100e+04
153.9,4.398e+03,3.176e+03,1.567e+03,9.141e+03
155.5,3.961e+03,2.963e+03,1.018e+03,7.942e+03
157.0,3.816e+03,2.902e+03,7.979e+02,7.516e+03
158.6,4.136e+03,3.052e+03,9.702e+02,8.158e+03
160.1,4.779e+03,3.312e+03,1.697e+03,9.787e+03
161.6,6.052e+03,3.933e+03,2.628e+03,1.261e+04
163.2,8.213e+03,5.155e+03,3.641e+03,1.701e+04
164.7,1.135e+04,7.059e+03,4.798e+03,2.321e+04
166.2,1.536e+04,9.349e+03,5.542e+03,3.025e+04
167.8,1.887e+04,1.115e+04,5.622e+03,3.565e+04
169.3,2.140e+04,1.229e+04,5.362e+03,3.905e+04
170.9,2.236e+04,1.261e+04,4.985e+03,3.995e+04
172.4,1.998e+04,1.128e+04,4.813e+03,3.607e+04
173.9,1.816e+04,1.035e+04,4.667e+03,3.318e+04
175.5,1.536e+04,8.815e+03,4.119e+03,2.830e+04
177.0,1.266e+04,7.189e+03,3.246e+03,2.309e+04
178.6,1.083e+04,6.074e+03,2.535e+03,1.944e+04
180.1,9.357e+03,5.143e+03,1.954e+03,1.645e+04
181.6,7.720e+03,4.220e+03,1.575e+03,1.352e+04
183.2,6.239e+03,3.438e+03,1.330e+03,1.101e+04
184.7,5.275e+03,2.924e+03,1.098e+03,9.296e+03
186.3,4.674e+03,2.565e+03,9.755e+02,8.214e+03
187.8,3.915e+03,2.142e+03,9.618e+02,7.019e+03
189.3,3.566e+03,1.945e+03,9.561e+02,6.468e+03
190.9,3.458e+03,1.874e+03,9.540e+02,6.286e+03
192.4,2.963e+03,1.688e+03,9.154e+02,5.567e+03
194.0,2.751e+03,1.563e+03,9.102e+02,5.224e+03
195.5,2.587e+03,1.457e+03,8.742e+02,4.918e+03
197.0,2.294e+03,1.302e+03,8.024e+02,4.398e+03
198.6,2.227e+03,1.239e+03,7.658e+02,4.232e+03
